location,is_global,year,category,category_standard,rank_position,query
Netherlands,False,2018,Voetbalclubs,Unmapped,4,De Graafschap
Netherlands,False,2018,Voetbalclubs,Unmapped,5,Tottenham Hotspur
Netherlands,False,2018,Wat is...?,Unmapped,1,Wat is de dividendbelasting?
Netherlands,False,2018,Wat is...?,Unmapped,2,Wat is de sleepwet?
Netherlands,False,2018,Wat is...?,Unmapped,3,Wat is hermafrodiet?
Netherlands,False,2018,Wat is...?,Unmapped,4,Wat is No Nut November?
Netherlands,False,2018,Wat is...?,Unmapped,5,Wat is seropositief?
Netherlands,False,2018,Zoekopdrachten,Unmapped,1,Avicii
Netherlands,False,2018,Zoekopdrachten,Unmapped,2,Glennis Grace
Netherlands,False,2018,Zoekopdrachten,Unmapped,3,Barbie
Netherlands,False,2018,Zoekopdrachten,Unmapped,4,Litebit
Netherlands,False,2018,Zoekopdrachten,Unmapped,5,Jos B.
Netherlands,False,2019,Artiesten,Unmapped,1,Duncan Laurence
Netherlands,False,2019,Artiesten,Unmapped,2,Madonna
Netherlands,False,2019,Artiesten,Unmapped,3,Floor Jansen
Netherlands,False,2019,Artiesten,Unmapped,4,Billie Eilish
Netherlands,False,2019,Artiesten,Unmapped,5,Keith Flint
Netherlands,False,2019,Films,Movies,1,Joker
Netherlands,False,2019,Films,Movies,2,The Wizard of Oz
Netherlands,False,2019,Films,Movies,3,Once upon a Time ... in Hollywood
Netherlands,False,2019,Films,Movies,4,The Lion King
Netherlands,False,2019,Films,Movies,5,Avengers: Endgame
Netherlands,False,2019,Nederlanders,Unmapped,1,Duncan Laurence
Netherlands,False,2019,Nederlanders,Unmapped,2,Bridget Maasland
Netherlands,False,2019,Nederlanders,Unmapped,3,Iris Hond
Netherlands,False,2019,Nederlanders,Unmapped,4,Thierry Baudet
Netherlands,False,2019,Nederlanders,Unmapped,5,Martine Bijl
Netherlands,False,2019,Songteksten,Music,1,Arcade
Netherlands,False,2019,Songteksten,Music,2,Hij is van mij
Netherlands,False,2019,Songteksten,Music,3,Pa Olvidarte
Netherlands,False,2019,Songteksten,Music,4,Als het avond is
Netherlands,False,2019,Songteksten,Music,5,Duurt te lang
Netherlands,False,2019,Sporters,Sports,1,Maarten van der Weijden
Netherlands,False,2019,Sporters,Sports,2,Paulien van Deutekom
Netherlands,False,2019,Sporters,Sports,3,Niki Lauda
Netherlands,False,2019,Sporters,Sports,4,Fernando Ricksen
Netherlands,False,2019,Sporters,Sports,5,Neymar
Netherlands,False,2019,TV-programma's,TV Shows,1,Chateau Meiland
Netherlands,False,2019,TV-programma's,TV Shows,2,Ex on the Beach
Netherlands,False,2019,TV-programma's,TV Shows,3,Heel Holland Bakt
Netherlands,False,2019,TV-programma's,TV Shows,4,Het Spaanse Dorp: Polopos
Netherlands,False,2019,TV-programma's,TV Shows,5,Leaving Neverland
Netherlands,False,2019,Wat betekent...?,Unmapped,1,Wat betekent wollah?
Netherlands,False,2019,Wat betekent...?,Unmapped,2,Wat betekent huts?
Netherlands,False,2019,Wat betekent...?,Unmapped,3,Wat betekent SFS?
Netherlands,False,2019,Wat betekent...?,Unmapped,4,Wat betekent arcade?
Netherlands,False,2019,Wat betekent...?,Unmapped,5,Wat betekent herres?
Netherlands,False,2019,Wat is...?,Unmapped,1,Wat is een isogram?
Netherlands,False,2019,Wat is...?,Unmapped,2,Wat is een podcast?
Netherlands,False,2019,Wat is...?,Unmapped,3,Wat is Pinksteren?
Netherlands,False,2019,Wat is...?,Unmapped,4,Wat is stikstof?
Netherlands,False,2019,Wat is...?,Unmapped,5,Wat is de Nations League?
Netherlands,False,2019,Zoekopdrachten,Unmapped,1,Ajax
Netherlands,False,2019,Zoekopdrachten,Unmapped,2,WK Voetbal Vrouwen
Netherlands,False,2019,Zoekopdrachten,Unmapped,3,Notre Dame
Netherlands,False,2019,Zoekopdrachten,Unmapped,4,Julen
Netherlands,False,2019,Zoekopdrachten,Unmapped,5,Duncan Laurence
Netherlands,False,2020,Acteurs en actrices,Unmapped,1,Noortje Herlaar
Netherlands,False,2020,Acteurs en actrices,Unmapped,2,Babette van Veen
Netherlands,False,2020,Acteurs en actrices,Unmapped,3,Barry Atsma
Netherlands,False,2020,Acteurs en actrices,Unmapped,4,Tom Hanks
Netherlands,False,2020,Acteurs en actrices,Unmapped,5,Amber Heard
Netherlands,False,2020,Bakken,Unmapped,1,Brood bakken
Netherlands,False,2020,Bakken,Unmapped,2,Kabeljauw bakken
Netherlands,False,2020,Bakken,Unmapped,3,Taart bakken
Netherlands,False,2020,Bakken,Unmapped,4,Appeltaart bakken
Netherlands,False,2020,Bakken,Unmapped,5,Varkenshaas bakken
Netherlands,False,2020,Films & series,Movies,1,Tiger King
Netherlands,False,2020,Films & series,Movies,2,1917
Netherlands,False,2020,Films & series,Movies,3,Parasite
Netherlands,False,2020,Films & series,Movies,4,365 Dni
Netherlands,False,2020,Films & series,Movies,5,After we collided
Netherlands,False,2020,Hoe maak je...?,Unmapped,1,Hoe maak je een mondkapje?
Netherlands,False,2020,Hoe maak je...?,Unmapped,2,Hoe maak je slijm?
Netherlands,False,2020,Hoe maak je...?,Unmapped,3,Hoe maak je een screenshot?
Netherlands,False,2020,Hoe maak je...?,Unmapped,4,Hoe maak je wentelteefjes?
Netherlands,False,2020,Hoe maak je...?,Unmapped,5,Hoe maak je IJskoffie?
Netherlands,False,2020,Nederlandse artiesten,Unmapped,1,Marco Borsato
Netherlands,False,2020,Nederlandse artiesten,Unmapped,2,Iris Hond
Netherlands,False,2020,Nederlandse artiesten,Unmapped,3,Noortje Herlaar
Netherlands,False,2020,Nederlandse artiesten,Unmapped,4,Ernst Daniël Smid
Netherlands,False,2020,Nederlandse artiesten,Unmapped,5,Akwasi
Netherlands,False,2020,Nieuws,Unmapped,1,Corona persconferentie
Netherlands,False,2020,Nieuws,Unmapped,2,Amerikaanse verkiezingen
Netherlands,False,2020,Nieuws,Unmapped,3,Koningsdag thuis
Netherlands,False,2020,Nieuws,Unmapped,4,Storm Dennis
Netherlands,False,2020,Nieuws,Unmapped,5,Scholen dicht
Netherlands,False,2020,Overleden,Unmapped,1,Kobe Bryant
Netherlands,False,2020,Overleden,Unmapped,2,Naya Rivera
Netherlands,False,2020,Overleden,Unmapped,3,Lara van Ruijven
Netherlands,False,2020,Overleden,Unmapped,4,George Floyd
Netherlands,False,2020,Overleden,Unmapped,5,Maradona
Netherlands,False,2020,Recepten,Unmapped,1,Asperges
Netherlands,False,2020,Recepten,Unmapped,2,Gnocchi
Netherlands,False,2020,Recepten,Unmapped,3,Scones
Netherlands,False,2020,Recepten,Unmapped,4,Spitskool
Netherlands,False,2020,Recepten,Unmapped,5,Spinazie
Netherlands,False,2020,TV-programma's,TV Shows,1,Boer zoekt Vrouw
Netherlands,False,2020,TV-programma's,TV Shows,2,Over Mijn Lijk
Netherlands,False,2020,TV-programma's,TV Shows,3,Wie is de Mol?
Netherlands,False,2020,TV-programma's,TV Shows,4,Chateau Meiland
Netherlands,False,2020,TV-programma's,TV Shows,5,Married at First Sight
Netherlands,False,2020,Waarom...?,Unmapped,1,Waarom zijn cornflakes uitgevonden?
Netherlands,False,2020,Waarom...?,Unmapped,2,Waarom hamsteren we WC-papier?
Netherlands,False,2020,Waarom...?,Unmapped,3,Waarom hangt de vlag uit vandaag?
Netherlands,False,2020,Waarom...?,Unmapped,4,Waarom heet het coronavirus?
Netherlands,False,2020,Waarom...?,Unmapped,5,Waarom is de lucht blauw?
Netherlands,False,2020,Wat is...?,Unmapped,1,Wat is een lockdown?
Netherlands,False,2020,Wat is...?,Unmapped,2,Wat is een pandemie?
Netherlands,False,2020,Wat is...?,Unmapped,3,Wat is een koppelwerkwoord?
Netherlands,False,2020,Wat is...?,Unmapped,4,Wat is transgender?
Netherlands,False,2020,Wat is...?,Unmapped,5,Wat is een zelfstandig naamwoord?
Netherlands,False,2020,Zoekopdrachten,Unmapped,1,Coronavirus
Netherlands,False,2020,Zoekopdrachten,Unmapped,2,RIVM
Netherlands,False,2020,Zoekopdrachten,Unmapped,3,Verkiezingen Amerika
Netherlands,False,2020,Zoekopdrachten,Unmapped,4,Coronavirus Nederland
Netherlands,False,2020,Zoekopdrachten,Unmapped,5,Snappet
New Zealand,False,2008,Most Popular,Searches,1,Games
New Zealand,False,2008,Most Popular,Searches,2,Bebo
New Zealand,False,2008,Most Popular,Searches,3,YouTube
New Zealand,False,2008,Most Popular,Searches,4,TradeMe
New Zealand,False,2008,Most Popular,Searches,5,Lyrics
New Zealand,False,2008,Top 'John' Searches,Searches,1,John Key
New Zealand,False,2008,Top 'John' Searches,Searches,2,St John
New Zealand,False,2008,Top 'John' Searches,Searches,3,Elton John
New Zealand,False,2008,Top 'John' Searches,Searches,4,John Cena
New Zealand,False,2008,Top 'John' Searches,Searches,5,John Deere
New Zealand,False,2008,Top 'Tickets' Searches,Searches,1,Rugby Tickets
New Zealand,False,2008,Top 'Tickets' Searches,Searches,2,All Blacks Tickets
New Zealand,False,2008,Top 'Tickets' Searches,Searches,3,Warriors Tickets
New Zealand,False,2008,Top 'Tickets' Searches,Searches,4,Chris Brown Tickets
New Zealand,False,2008,Top 'Tickets' Searches,Searches,5,Sevens Tickets
New Zealand,False,2008,Top 'Who Is' Searches,Searches,1,Who Is The Stig
New Zealand,False,2008,Top 'Who Is' Searches,Searches,2,Who Is The Leader
New Zealand,False,2008,Top 'Who Is' Searches,Searches,3,Who Is Obama
New Zealand,False,2008,Top 'Who Is' Searches,Searches,4,Who Is In Parliament
New Zealand,False,2008,Top 'Who Is' Searches,Searches,5,Who Is Miley Cyrus
New Zealand,False,2008,Top Celebrities Searches,People,1,Chris Brown
New Zealand,False,2008,Top Celebrities Searches,People,2,Obama
New Zealand,False,2008,Top Celebrities Searches,People,3,Miley Cyrus
New Zealand,False,2008,Top Celebrities Searches,People,4,Rihanna
New Zealand,False,2008,Top Celebrities Searches,People,5,Heath Ledger
New Zealand,False,2009,Fastest Rising,Searches,1,Toll Road
New Zealand,False,2009,Fastest Rising,Searches,2,Melbourne Cup 2009
New Zealand,False,2009,Fastest Rising,Searches,3,Bnz.co.nz Login
New Zealand,False,2009,Fastest Rising,Searches,4,Jetstar NZ
New Zealand,False,2009,Fastest Rising,Searches,5,Twitter
New Zealand,False,2009,Song Lyrics,Music,1,Ego Lyrics
New Zealand,False,2009,Song Lyrics,Music,2,Bulletproof Lyrics
New Zealand,False,2009,Song Lyrics,Music,3,Brother Lyrics
New Zealand,False,2009,Song Lyrics,Music,4,Hey Stephen Lyrics
New Zealand,False,2009,Song Lyrics,Music,5,1814 Lyrics
New Zealand,False,2011,Fastest Rising Searches,Searches,1,Rugby World Cup
New Zealand,False,2011,Fastest Rising Searches,Searches,2,Japan Earthquake
New Zealand,False,2011,Fastest Rising Searches,Searches,3,iPhone 5
New Zealand,False,2011,Fastest Rising Searches,Searches,4,Pippa Middleton
New Zealand,False,2011,Fastest Rising Searches,Searches,5,Adele
New Zealand,False,2011,People,People,1,Pippa Middleton
New Zealand,False,2011,People,People,2,Adele
New Zealand,False,2011,People,People,3,Amy Winehouse
New Zealand,False,2011,People,People,4,Steven Tyler
New Zealand,False,2011,People,People,5,Ken Ring
New Zealand,False,2012,How to...,How To,1,How to screenshot
New Zealand,False,2012,How to...,How To,2,How to love
New Zealand,False,2012,How to...,How To,3,How to study
New Zealand,False,2012,How to...,How To,4,How to geocache
New Zealand,False,2012,How to...,How To,5,How to shuffle
New Zealand,False,2012,New Zealand News Events,News,1,Kim Dotcom
New Zealand,False,2012,New Zealand News Events,News,2,Tongariro
New Zealand,False,2012,New Zealand News Events,News,3,Transit Of Venus
New Zealand,False,2012,New Zealand News Events,News,4,Belarus
New Zealand,False,2012,New Zealand News Events,News,5,Marmite
New Zealand,False,2012,New Zealanders,Unmapped,1,Valerie Adams
New Zealand,False,2012,New Zealanders,Unmapped,2,Kimbra
New Zealand,False,2012,New Zealanders,Unmapped,3,Sarah Walker
New Zealand,False,2012,New Zealanders,Unmapped,4,Margaret Mahy
New Zealand,False,2012,New Zealanders,Unmapped,5,Mahe Drysdale
New Zealand,False,2012,Olympians,Unmapped,1,Usain Bolt
New Zealand,False,2012,Olympians,Unmapped,2,Valerie Adams
New Zealand,False,2012,Olympians,Unmapped,3,Tom Daley
New Zealand,False,2012,Olympians,Unmapped,4,Michael Phelps
New Zealand,False,2012,Olympians,Unmapped,5,Sarah Walker
New Zealand,False,2012,People,People,1,Whitney Houston
New Zealand,False,2012,People,People,2,Reece Mastin
New Zealand,False,2012,People,People,3,Morgan Freeman
New Zealand,False,2012,People,People,4,Usain Bolt
New Zealand,False,2012,People,People,5,Michael Clarke Duncan
New Zealand,False,2012,Searches,Searches,1,Olympics
New Zealand,False,2012,Searches,Searches,2,Volvo Ocean Race
New Zealand,False,2012,Searches,Searches,3,One Direction
New Zealand,False,2012,Searches,Searches,4,Kizi
New Zealand,False,2012,Searches,Searches,5,Whitney Houston
New Zealand,False,2012,Song Lyrics,Music,1,Gangnam Style Lyrics
New Zealand,False,2012,Song Lyrics,Music,2,Titanium Lyrics
New Zealand,False,2012,Song Lyrics,Music,3,Payphone Lyrics
New Zealand,False,2012,Song Lyrics,Music,4,Some Nights Lyrics
New Zealand,False,2012,Song Lyrics,Music,5,Lego House Lyrics
New Zealand,False,2012,TV Shows,TV Shows,1,X Factor Australia
New Zealand,False,2012,TV Shows,TV Shows,2,The GC
New Zealand,False,2012,TV Shows,TV Shows,3,The Voice Australia
New Zealand,False,2012,TV Shows,TV Shows,4,Mrs Browns Boys
New Zealand,False,2012,TV Shows,TV Shows,5,Game Of Thrones
New Zealand,False,2012,What is...?,What Is / Questions,1,What is SOPA
New Zealand,False,2012,What is...?,What Is / Questions,2,What is KONY
New Zealand,False,2012,What is...?,What Is / Questions,3,What is Yolo
New Zealand,False,2012,What is...?,What Is / Questions,4,What is Scientology
New Zealand,False,2012,What is...?,What Is / Questions,5,What is Fracking
New Zealand,False,2013,Digital/Internet Lingo,Unmapped,1,Bitstrips
New Zealand,False,2013,Digital/Internet Lingo,Unmapped,2,Snapchat
New Zealand,False,2013,Digital/Internet Lingo,Unmapped,3,Giraffe
New Zealand,False,2013,Digital/Internet Lingo,Unmapped,4,Vine
New Zealand,False,2013,Digital/Internet Lingo,Unmapped,5,Doge
New Zealand,False,2013,New Zealanders,Unmapped,1,Lorde
New Zealand,False,2013,New Zealanders,Unmapped,2,Ruby Frost
New Zealand,False,2013,New Zealanders,Unmapped,3,Bevan Chuang
New Zealand,False,2013,New Zealanders,Unmapped,4,Jesse Ryder
New Zealand,False,2013,New Zealanders,Unmapped,5,Len Brown
New Zealand,False,2013,News Items of 2013,News,1,Americas Cup
New Zealand,False,2013,News Items of 2013,News,2,Boston Bombing
New Zealand,False,2013,News Items of 2013,News,3,Wellington Earthquake
New Zealand,False,2013,News Items of 2013,News,4,New Pope
New Zealand,False,2013,News Items of 2013,News,5,Kate Middleton Baby
New Zealand,False,2013,Overall,Searches,1,Americas Cup
New Zealand,False,2013,Overall,Searches,2,Paul Walker
New Zealand,False,2013,Overall,Searches,3,Royal Baby
New Zealand,False,2013,Overall,Searches,4,Cory Monteith
New Zealand,False,2013,Overall,Searches,5,Lorde
New Zealand,False,2013,People,People,1,Paul Walker
New Zealand,False,2013,People,People,2,Cory Monteith
New Zealand,False,2013,People,People,3,Lorde
New Zealand,False,2013,People,People,4,Kim Kardashian Baby
New Zealand,False,2013,People,People,5,Nelson Mandela
New Zealand,False,2013,Song Lyrics,Music,1,Blurred Lines Lyrics
New Zealand,False,2013,Song Lyrics,Music,2,Wrecking Ball Lyrics
New Zealand,False,2013,Song Lyrics,Music,3,Thrift Shop Lyrics
New Zealand,False,2013,Song Lyrics,Music,4,Skinny Love Lyrics
New Zealand,False,2013,Song Lyrics,Music,5,Impossible Lyrics
New Zealand,False,2013,TV Shows,TV Shows,1,X Factor NZ
New Zealand,False,2013,TV Shows,TV Shows,2,The Block NZ
New Zealand,False,2013,TV Shows,TV Shows,3,Under The Dome
New Zealand,False,2013,TV Shows,TV Shows,4,My Kitchen Rules
New Zealand,False,2013,TV Shows,TV Shows,5,House Rules
New Zealand,False,2014,Digital / Internet Lingo,Unmapped,1,Tinder
New Zealand,False,2014,Digital / Internet Lingo,Unmapped,2,Goat Simulator
New Zealand,False,2014,Digital / Internet Lingo,Unmapped,3,Bitcoin
New Zealand,False,2014,Digital / Internet Lingo,Unmapped,4,Doge
New Zealand,False,2014,Digital / Internet Lingo,Unmapped,5,Ello
New Zealand,False,2014,Global People,People,1,Jennifer Lawrence
New Zealand,False,2014,Global People,People,2,Michael Schumacher
New Zealand,False,2014,Global People,People,3,Schapelle Corby
New Zealand,False,2014,Global People,People,4,Iggy Azalea
New Zealand,False,2014,Global People,People,5,Renee Zellweger
New Zealand,False,2014,Kiwis,Unmapped,1,Lorde
New Zealand,False,2014,Kiwis,Unmapped,2,Aaron Smith
New Zealand,False,2014,Kiwis,Unmapped,3,Rachel Smalley
New Zealand,False,2014,Kiwis,Unmapped,4,Lisa Lewis
New Zealand,False,2014,Kiwis,Unmapped,5,Mark Hunt
New Zealand,False,2014,News items of 2014,News,1,Malaysian Airlines Crash
New Zealand,False,2014,News items of 2014,News,2,Cyclone Lusi
New Zealand,False,2014,News items of 2014,News,3,Scottish Independence
New Zealand,False,2014,News items of 2014,News,4,Alex From Target
New Zealand,False,2014,News items of 2014,News,5,Ukraine News
New Zealand,False,2014,Searches,Searches,1,FIFA World Cup
New Zealand,False,2014,Searches,Searches,2,Robin Williams
New Zealand,False,2014,Searches,Searches,3,Commonwealth Games
New Zealand,False,2014,Searches,Searches,4,Malaysia Airlines
New Zealand,False,2014,Searches,Searches,5,iPhone 6
New Zealand,False,2015,Digital / Internet Lingo,Unmapped,1,Agario
New Zealand,False,2015,Digital / Internet Lingo,Unmapped,2,Kahoot
New Zealand,False,2015,Digital / Internet Lingo,Unmapped,3,How Old Net
New Zealand,False,2015,Digital / Internet Lingo,Unmapped,4,A Long Time Ago In A Galaxy Far Far Away
New Zealand,False,2015,Digital / Internet Lingo,Unmapped,5,Akinator
New Zealand,False,2015,Global People,People,1,Natalia Kills
New Zealand,False,2015,Global People,People,2,Lamar Odom
New Zealand,False,2015,Global People,People,3,Caitlyn Jenner
New Zealand,False,2015,Global People,People,4,Ronda Rousey
New Zealand,False,2015,Global People,People,5,Jarryd Hayne
New Zealand,False,2015,Kiwis,Unmapped,1,Jonah Lomu
New Zealand,False,2015,Kiwis,Unmapped,2,Jerry Collins
New Zealand,False,2015,Kiwis,Unmapped,3,Willy Moon
New Zealand,False,2015,Kiwis,Unmapped,4,Chrystal Chenery
New Zealand,False,2015,Kiwis,Unmapped,5,Shelton Woolright
New Zealand,False,2015,News Items of 2015,News,1,Cyclone Pam
New Zealand,False,2015,News Items of 2015,News,2,Paris
New Zealand,False,2015,News Items of 2015,News,3,Mayweather Pacquiao Fight
New Zealand,False,2015,News Items of 2015,News,4,Rugby World Cup Final
New Zealand,False,2015,News Items of 2015,News,5,Nepal Earthquake
New Zealand,False,2015,Searches,Searches,1,Agario
New Zealand,False,2015,Searches,Searches,2,Cricket World Cup
New Zealand,False,2015,Searches,Searches,3,Cyclone Pam
New Zealand,False,2015,Searches,Searches,4,Natalia Kills
New Zealand,False,2015,Searches,Searches,5,Jonah Lomu
New Zealand,False,2016,Global People (Trending),People,1,Donald Trump
New Zealand,False,2016,Global People (Trending),People,2,Usain Bolt
New Zealand,False,2016,Global People (Trending),People,3,Hillary Clinton
New Zealand,False,2016,Global People (Trending),People,4,Michael Phelps
New Zealand,False,2016,Global People (Trending),People,5,Bernie Sanders
New Zealand,False,2016,Kiwis (Trending),Searches,1,Joseph Parker
New Zealand,False,2016,Kiwis (Trending),Searches,2,Aaron Smith
New Zealand,False,2016,Kiwis (Trending),Searches,3,Eliza McCartney
New Zealand,False,2016,Kiwis (Trending),Searches,4,Lisa Carrington
New Zealand,False,2016,Kiwis (Trending),Searches,5,Jordan Mauger
New Zealand,False,2016,Loss (Trending),Searches,1,David Bowie
New Zealand,False,2016,Loss (Trending),Searches,2,Prince
New Zealand,False,2016,Loss (Trending),Searches,3,Christina Grimmie
New Zealand,False,2016,Loss (Trending),Searches,4,Muhammad Ali
New Zealand,False,2016,Loss (Trending),Searches,5,Alan Rickman
New Zealand,False,2016,News (Trending),Searches,1,Earthquake NZ
New Zealand,False,2016,News (Trending),Searches,2,US election
New Zealand,False,2016,News (Trending),Searches,3,Pokemon Go
New Zealand,False,2016,News (Trending),Searches,4,Brexit
New Zealand,False,2016,News (Trending),Searches,5,Dreamworld
New Zealand,False,2016,Overall Searches (Trending),Searches,1,Geonet
New Zealand,False,2016,Overall Searches (Trending),Searches,2,Olympics
New Zealand,False,2016,Overall Searches (Trending),Searches,3,US election
New Zealand,False,2016,Overall Searches (Trending),Searches,4,Euro 2016
New Zealand,False,2016,Overall Searches (Trending),Searches,5,Earthquake NZ
New Zealand,False,2016,Sporting Events (Trending),Sports,1,Rio Olympics
New Zealand,False,2016,Sporting Events (Trending),Sports,2,Euro 2016
New Zealand,False,2016,Sporting Events (Trending),Sports,3,All Blacks vs Ireland
New Zealand,False,2016,Sporting Events (Trending),Sports,4,Melbourne Cup 2016
New Zealand,False,2016,Sporting Events (Trending),Sports,5,T20 World Cup
New Zealand,False,2017,Global people,People,1,Harvey Weinstein
New Zealand,False,2017,Global people,People,2,Ed Sheeran
New Zealand,False,2017,Global people,People,3,Bruce Springsteen
New Zealand,False,2017,Global people,People,4,Pippa Middleton
New Zealand,False,2017,Global people,People,5,Kevin Spacey
New Zealand,False,2017,How to...?,How To,1,How to make slime
New Zealand,False,2017,How to...?,How To,2,How to vote in NZ
New Zealand,False,2017,How to...?,How To,3,How to make a fidget spinner
New Zealand,False,2017,How to...?,How To,4,How to make slime without borax
New Zealand,False,2017,How to...?,How To,5,How to make fluffy slime
New Zealand,False,2017,Kiwis,Unmapped,1,Jacinda Ardern
New Zealand,False,2017,Kiwis,Unmapped,2,Winston Peters
New Zealand,False,2017,Kiwis,Unmapped,3,Bill English
New Zealand,False,2017,Kiwis,Unmapped,4,Jerome Kaino
New Zealand,False,2017,Kiwis,Unmapped,5,Peter Burling
New Zealand,False,2017,Loss,Losses,1,Tom Petty
New Zealand,False,2017,Loss,Losses,2,Chester Bennington
New Zealand,False,2017,Loss,Losses,3,Tania Dalton
New Zealand,False,2017,Loss,Losses,4,Hugh Hefner
New Zealand,False,2017,Loss,Losses,5,Bill Paxton
New Zealand,False,2017,News,News,1,Election NZ 2017
New Zealand,False,2017,News,News,2,NZTA road closures
New Zealand,False,2017,News,News,3,Cyclone Cook
New Zealand,False,2017,News,News,4,North Korea
New Zealand,False,2017,News,News,5,Hurricane Irma
New Zealand,False,2017,Overall searches,Searches,1,Lotto result NZ
New Zealand,False,2017,Overall searches,Searches,2,America's Cup 2017
New Zealand,False,2017,Overall searches,Searches,3,Fidget spinner
New Zealand,False,2017,Overall searches,Searches,4,Election NZ 2017
New Zealand,False,2017,Overall searches,Searches,5,NZTA road closures
New Zealand,False,2017,Recipes,Recipes,1,Hot cross buns
New Zealand,False,2017,Recipes,Recipes,2,Beef stroganoff
New Zealand,False,2017,Recipes,Recipes,3,Pikelets
New Zealand,False,2017,Recipes,Recipes,4,Spaghetti bolognese
New Zealand,False,2017,Recipes,Recipes,5,Yorkshire pudding
New Zealand,False,2017,Sporting events,Sports,1,America's Cup 2017
New Zealand,False,2017,Sporting events,Sports,2,All Blacks vs Lions
New Zealand,False,2017,Sporting events,Sports,3,Melbourne Cup 2017
New Zealand,False,2017,Sporting events,Sports,4,Wimbledon 2017
New Zealand,False,2017,Sporting events,Sports,5,World Masters Games
New Zealand,False,2017,What is...?,What Is / Questions,1,What is Black Friday 2017
New Zealand,False,2017,What is...?,What Is / Questions,2,What is typhoid
New Zealand,False,2017,What is...?,What Is / Questions,3,What is bitcoin
New Zealand,False,2017,What is...?,What Is / Questions,4,What is kimchi
New Zealand,False,2017,What is...?,What Is / Questions,5,What is the time
New Zealand,False,2018,Diet,Health,1,Keto diet NZ
New Zealand,False,2018,Diet,Health,2,CSIRO diet
New Zealand,False,2018,Diet,Health,3,123 diet
New Zealand,False,2018,Diet,Health,4,Mediterranean diet
New Zealand,False,2018,Diet,Health,5,Ketogenic diet
New Zealand,False,2018,Global Figures,Unmapped,1,Demi Lovato
New Zealand,False,2018,Global Figures,Unmapped,2,Khloe Kardashian
New Zealand,False,2018,Global Figures,Unmapped,3,Logan Paul
New Zealand,False,2018,Global Figures,Unmapped,4,Freddie Mercury
New Zealand,False,2018,Global Figures,Unmapped,5,Olivia Newton John
New Zealand,False,2018,How to...?,How To,1,How to delete Instagram accounts
New Zealand,False,2018,How to...?,How To,2,How to screenshot on mac
New Zealand,False,2018,How to...?,How To,3,How to take a screenshot
New Zealand,False,2018,How to...?,How To,4,How to lose weight fast
New Zealand,False,2018,How to...?,How To,5,How to draw a rose
New Zealand,False,2018,Kiwis,Unmapped,1,Johnny Danger
New Zealand,False,2018,Kiwis,Unmapped,2,Jacinda Ardern
New Zealand,False,2018,Kiwis,Unmapped,3,Stan Walker
New Zealand,False,2018,Kiwis,Unmapped,4,Jami Lee Ross
New Zealand,False,2018,Kiwis,Unmapped,5,Simon Bridges
New Zealand,False,2018,Loss,Losses,1,Mac Miller
New Zealand,False,2018,Loss,Losses,2,Greg Boyed
New Zealand,False,2018,Loss,Losses,3,Avicii
New Zealand,False,2018,Loss,Losses,4,Anthony Bourdain
New Zealand,False,2018,Loss,Losses,5,Stephen Hawking
New Zealand,False,2018,News Events,News,1,Census NZ
New Zealand,False,2018,News Events,News,2,Cyclone Gita
New Zealand,False,2018,News Events,News,3,Royal Wedding
New Zealand,False,2018,News Events,News,4,Thai cave rescue
New Zealand,False,2018,News Events,News,5,Jacinda Ardern baby
New Zealand,False,2018,Overall,Searches,1,World Cup
New Zealand,False,2018,Overall,Searches,2,Stuff news NZ
New Zealand,False,2018,Overall,Searches,3,Commonwealth Games
New Zealand,False,2018,Overall,Searches,4,Census NZ
New Zealand,False,2018,Overall,Searches,5,Cyclone Gita
New Zealand,False,2018,Recipes,Recipes,1,Vegan recipes
New Zealand,False,2018,Recipes,Recipes,2,Keto recipes
New Zealand,False,2018,Recipes,Recipes,3,Chicken breast recipes
New Zealand,False,2018,Recipes,Recipes,4,Vegetarian recipes
New Zealand,False,2018,Recipes,Recipes,5,Fettuccine recipes
New Zealand,False,2018,What is…?,What Is / Questions,1,What is Bitcoin
New Zealand,False,2018,What is…?,What Is / Questions,2,What is mycoplasma bovis
New Zealand,False,2018,What is…?,What Is / Questions,3,What is my IP address
New Zealand,False,2018,What is…?,What Is / Questions,4,What is Diwali
New Zealand,False,2018,What is…?,What Is / Questions,5,What is Matariki
New Zealand,False,2019,Global Figures,Unmapped,1,James Charles
New Zealand,False,2019,Global Figures,Unmapped,2,Billie Eilish
New Zealand,False,2019,Global Figures,Unmapped,3,Prince Andrew
New Zealand,False,2019,Global Figures,Unmapped,4,Nipsey Hussle
New Zealand,False,2019,Global Figures,Unmapped,5,Greta Thunberg
New Zealand,False,2019,Kiwis,Unmapped,1,Israel Adesanya
New Zealand,False,2019,Kiwis,Unmapped,2,William Waiirua
New Zealand,False,2019,Kiwis,Unmapped,3,Ryan Fox
New Zealand,False,2019,Kiwis,Unmapped,4,Lorde
New Zealand,False,2019,Kiwis,Unmapped,5,Kane Williamson
New Zealand,False,2019,Loss,Losses,1,Grace Millane
New Zealand,False,2019,Loss,Losses,2,Cameron Boyce
New Zealand,False,2019,Loss,Losses,3,Pua Magasiva
New Zealand,False,2019,Loss,Losses,4,Manning Smith
New Zealand,False,2019,Loss,Losses,5,Luke Perry
