location,is_global,year,category,category_standard,rank_position,query
New Zealand,False,2019,News Events,News,1,Christchurch Shooting
New Zealand,False,2019,News Events,News,2,Nelson Fire
New Zealand,False,2019,News Events,News,3,The fall of the Berlin wall
New Zealand,False,2019,News Events,News,4,London Bridge attack
New Zealand,False,2019,News Events,News,5,Measles
New Zealand,False,2019,Overall,Searches,1,Rugby World Cup
New Zealand,False,2019,Overall,Searches,2,New Zealand vs England
New Zealand,False,2019,Overall,Searches,3,Cricket World Cup
New Zealand,False,2019,Overall,Searches,4,Christchurch Shooting
New Zealand,False,2019,Overall,Searches,5,Stuff News NZ
New Zealand,False,2019,Recipes,Recipes,1,Spaghetti bolognese recipe
New Zealand,False,2019,Recipes,Recipes,2,Guacamole recipe
New Zealand,False,2019,Recipes,Recipes,3,Hot cross buns recipe
New Zealand,False,2019,Recipes,Recipes,4,Apple crumble recipe
New Zealand,False,2019,Recipes,Recipes,5,Pikelet recipe
New Zealand,False,2020,Global Figures,Unmapped,1,Kim Jong Un
New Zealand,False,2020,Global Figures,Unmapped,2,Donald Trump
New Zealand,False,2020,Global Figures,Unmapped,3,Boris Johnson
New Zealand,False,2020,Global Figures,Unmapped,4,Joe Biden
New Zealand,False,2020,Global Figures,Unmapped,5,Tom Hanks
New Zealand,False,2020,How To,How To,1,How to make a face mask
New Zealand,False,2020,How To,How To,2,How to make hand sanitizer
New Zealand,False,2020,How To,How To,3,How to vote NZ
New Zealand,False,2020,How To,How To,4,How to lose weight fast
New Zealand,False,2020,How To,How To,5,How to make buttermilk
New Zealand,False,2020,Kiwis,Unmapped,1,Hayley Holt
New Zealand,False,2020,Kiwis,Unmapped,2,Israel Adesanya
New Zealand,False,2020,Kiwis,Unmapped,3,Ashley Bloomfield
New Zealand,False,2020,Kiwis,Unmapped,4,Lydia Ko
New Zealand,False,2020,Kiwis,Unmapped,5,David Bain
New Zealand,False,2020,Loss,Losses,1,Kobe Bryant
New Zealand,False,2020,Loss,Losses,2,George Floyd
New Zealand,False,2020,Loss,Losses,3,Chadwick Boseman
New Zealand,False,2020,Loss,Losses,4,Caroline Flack
New Zealand,False,2020,Loss,Losses,5,Sushant Singh Rajput
New Zealand,False,2020,News Event,News,1,Coronavirus
New Zealand,False,2020,News Event,News,2,US election results
New Zealand,False,2020,News Event,News,3,Australia fires
New Zealand,False,2020,News Event,News,4,Election results NZ
New Zealand,False,2020,News Event,News,5,NZX50
New Zealand,False,2020,Overall,Searches,1,Coronavirus
New Zealand,False,2020,Overall,Searches,2,US Election Results
New Zealand,False,2020,Overall,Searches,3,Zoom
New Zealand,False,2020,Overall,Searches,4,Seesaw
New Zealand,False,2020,Overall,Searches,5,Kobe Bryant
Nigeria,False,2009,Fastest Rising,Searches,1,Facebook
Nigeria,False,2009,Fastest Rising,Searches,2,Zain
Nigeria,False,2009,Fastest Rising,Searches,3,Aerosol
Nigeria,False,2009,Fastest Rising,Searches,4,Opera
Nigeria,False,2009,Fastest Rising,Searches,5,Yahoo Mail
Nigeria,False,2012,Nigerian Musicians,Music,1,Davido
Nigeria,False,2012,Nigerian Musicians,Music,2,MI
Nigeria,False,2012,Nigerian Musicians,Music,3,Dbanj
Nigeria,False,2012,Nigerian Musicians,Music,4,Psquare
Nigeria,False,2012,Nigerian Musicians,Music,5,Timaya
Nigeria,False,2012,People,People,1,Whitney Houston
Nigeria,False,2012,People,People,2,Victor Moses
Nigeria,False,2012,People,People,3,Ronaldinho
Nigeria,False,2012,People,People,4,Van Persie
Nigeria,False,2012,People,People,5,Nuri Sahin
Nigeria,False,2012,Searches,Searches,1,Jamb
Nigeria,False,2012,Searches,Searches,2,Mozat
Nigeria,False,2012,Searches,Searches,3,Boko Haram
Nigeria,False,2012,Searches,Searches,4,Asuu Strike
Nigeria,False,2012,Searches,Searches,5,Google news
Nigeria,False,2013,People,People,1,Goldie Harvey
Nigeria,False,2013,People,People,2,Pope Francis
Nigeria,False,2013,People,People,3,Gonzalo Higuain
Nigeria,False,2013,People,People,4,Paul Walker
Nigeria,False,2013,People,People,5,Damoche
Nigeria,False,2013,Top Trending Events,Searches,1,ASUU Strike
Nigeria,False,2013,Top Trending Events,Searches,2,JAMB 2013
Nigeria,False,2013,Top Trending Events,Searches,3,Goldie Harvey Dead
Nigeria,False,2013,Top Trending Events,Searches,4,Confederations Cup
Nigeria,False,2013,Top Trending Events,Searches,5,Anambra Election
Nigeria,False,2014,Events of 2014,Events,1,CHAN 2014
Nigeria,False,2014,Events of 2014,Events,2,Michael Schumacher Accident
Nigeria,False,2014,Events of 2014,Events,3,MH370 / Missing Plane
Nigeria,False,2014,Events of 2014,Events,4,Crimea
Nigeria,False,2014,Events of 2014,Events,5,ASUP Strike
Nigeria,False,2014,International Athletes,Athletes,1,Juan Mata
Nigeria,False,2014,International Athletes,Athletes,2,Di Maria
Nigeria,False,2014,International Athletes,Athletes,3,Arturo Vidal
Nigeria,False,2014,International Athletes,Athletes,4,Michael Schumacher
Nigeria,False,2014,International Athletes,Athletes,5,David Moyes
Nigeria,False,2014,Mobile Phones,Technology,1,iPhone 6
Nigeria,False,2014,Mobile Phones,Technology,2,Nokia X
Nigeria,False,2014,Mobile Phones,Technology,3,Infinix Zero
Nigeria,False,2014,Mobile Phones,Technology,4,Samsung Galaxy S5
Nigeria,False,2014,Mobile Phones,Technology,5,Tecno R7
Nigeria,False,2014,Nigerian Music Artistes,Music,1,Davido
Nigeria,False,2014,Nigerian Music Artistes,Music,2,Phyno
Nigeria,False,2014,Nigerian Music Artistes,Music,3,Tiwa Savage
Nigeria,False,2014,Nigerian Music Artistes,Music,4,Don Jazzy
Nigeria,False,2014,Nigerian Music Artistes,Music,5,Timaya
Nigeria,False,2014,Nigerian Sports Personalities,People,1,Stephen Keshi
Nigeria,False,2014,Nigerian Sports Personalities,People,2,Ikechukwu Uche
Nigeria,False,2014,Nigerian Sports Personalities,People,3,Ejike Uzoenyi
Nigeria,False,2014,Nigerian Sports Personalities,People,4,Musa Yahaya
Nigeria,False,2014,Nigerian Sports Personalities,People,5,Umar Zango
Nigeria,False,2014,Nollywood,Unmapped,1,Amaka Igwe
Nigeria,False,2014,Nollywood,Unmapped,2,Emem Isong
Nigeria,False,2014,Nollywood,Unmapped,3,Charles Novia
Nigeria,False,2014,Nollywood,Unmapped,4,Uti Nwanchukwu
Nigeria,False,2014,Nollywood,Unmapped,5,Omoni Oboli
Nigeria,False,2014,People,People,1,Myles Monroe
Nigeria,False,2014,People,People,2,Kefee
Nigeria,False,2014,People,People,3,Dora Akunyili
Nigeria,False,2014,People,People,4,Joan Rivers
Nigeria,False,2014,People,People,5,Juan Mata
Nigeria,False,2014,Recipe,Recipes,1,Pancake Recipe
Nigeria,False,2014,Recipe,Recipes,2,Chocolate Cake Recipe
Nigeria,False,2014,Recipe,Recipes,3,Cheesecake recipe
Nigeria,False,2014,Recipe,Recipes,4,Fried rice recipe
Nigeria,False,2014,Recipe,Recipes,5,Sponge cake recipe
Nigeria,False,2014,What is ...,What Is / Questions,1,What is Ebola
Nigeria,False,2014,What is ...,What Is / Questions,2,What is ISIS
Nigeria,False,2014,What is ...,What Is / Questions,3,What is Doro
Nigeria,False,2014,What is ...,What Is / Questions,4,What is Mutiny
Nigeria,False,2014,What is ...,What Is / Questions,5,What is ALS
Nigeria,False,2014,Who is...,Unmapped,1,Who is Malala
Nigeria,False,2014,Who is...,Unmapped,2,Who is Kefee
Nigeria,False,2014,Who is...,Unmapped,3,Who is Shekau
Nigeria,False,2014,Who is...,Unmapped,4,Who is Phyno
Nigeria,False,2014,Who is...,Unmapped,5,Who is Boko Haram
Nigeria,False,2015,Athlete / Sport Personalities,People,1,Pedro
Nigeria,False,2015,Athlete / Sport Personalities,People,2,Arda Turan
Nigeria,False,2015,Athlete / Sport Personalities,People,3,Anthony Martial
Nigeria,False,2015,Athlete / Sport Personalities,People,4,Karim Benzema
Nigeria,False,2015,Athlete / Sport Personalities,People,5,Peter Cech
Nigeria,False,2015,Events,Events,1,Xenophobia in South Africa
Nigeria,False,2015,Events,Events,2,Elections
Nigeria,False,2015,Events,Events,3,Nnamdi Kanu arrest
Nigeria,False,2015,Events,Events,4,Under 17 World Cup
Nigeria,False,2015,Events,Events,5,Charlie Hebdo attack
Nigeria,False,2015,Nigerian Musicians,Music,1,Olamide
Nigeria,False,2015,Nigerian Musicians,Music,2,Kiss Daniel
Nigeria,False,2015,Nigerian Musicians,Music,3,Lil Kesh
Nigeria,False,2015,Nigerian Musicians,Music,4,Phyno
Nigeria,False,2015,Nigerian Musicians,Music,5,Falz
Nigeria,False,2015,People,People,1,Muna Obiekwe
Nigeria,False,2015,People,People,2,Muhammadu Buhari
Nigeria,False,2015,People,People,3,Lamar Odom
Nigeria,False,2015,People,People,4,Bruce Jenner
Nigeria,False,2015,People,People,5,Bobbi Kristina
Nigeria,False,2015,Songs,Music,1,Melo Melo - Olamide
Nigeria,False,2015,Songs,Music,2,Woju Remix- Kiss Daniel ft. Davido & Tiwa Savage
Nigeria,False,2015,Songs,Music,3,Bobo - Olamide
Nigeria,False,2015,Songs,Music,4,Hello - Adele
Nigeria,False,2015,Songs,Music,5,Woju - Kiss Daniel
Nigeria,False,2015,Sport Competitions,Sports,1,Copa America
Nigeria,False,2015,Sport Competitions,Sports,2,Chile U-17 World Cup
Nigeria,False,2015,Sport Competitions,Sports,3,New Zealand U-20 World Cup
Nigeria,False,2015,Sport Competitions,Sports,4,Fifa Women's World Cup
Nigeria,False,2015,Sport Competitions,Sports,5,English Premier League
Nigeria,False,2015,TV Series / Movies,Movies,1,Furious 7
Nigeria,False,2015,TV Series / Movies,Movies,2,50 Shade of Grey
Nigeria,False,2015,TV Series / Movies,Movies,3,Empire
Nigeria,False,2015,TV Series / Movies,Movies,4,The Flash
Nigeria,False,2015,TV Series / Movies,Movies,5,Game of Thrones
Nigeria,False,2016,ACTORS,Actors,1,Bukky Ajayi
Nigeria,False,2016,ACTORS,Actors,2,Henrietta Kosoko
Nigeria,False,2016,ACTORS,Actors,3,Arakangudu
Nigeria,False,2016,ACTORS,Actors,4,Dede One Day
Nigeria,False,2016,ACTORS,Actors,5,Falz
Nigeria,False,2016,HOW TO,How To,1,How to DJ a party
Nigeria,False,2016,HOW TO,How To,2,How to stop auto-renewal on Glo
Nigeria,False,2016,HOW TO,How To,3,How to know an original Iphone 5S
Nigeria,False,2016,HOW TO,How To,4,How to style twist braids
Nigeria,False,2016,HOW TO,How To,5,How to munch on Samsung Galaxy S6 Edge
Nigeria,False,2016,MOBILE PHONES,Technology,1,Iphone 7
Nigeria,False,2016,MOBILE PHONES,Technology,2,Infinix Note 3
Nigeria,False,2016,MOBILE PHONES,Technology,3,Samsung Galaxy S7
Nigeria,False,2016,MOBILE PHONES,Technology,4,Tecno Camon C9
Nigeria,False,2016,MOBILE PHONES,Technology,5,Infinix Hot 4
Nigeria,False,2016,MOVIES / TV SERIES,Movies,1,Suicide Squad
Nigeria,False,2016,MOVIES / TV SERIES,Movies,2,Captain America Civil War
Nigeria,False,2016,MOVIES / TV SERIES,Movies,3,Game of Thrones Season 6
Nigeria,False,2016,MOVIES / TV SERIES,Movies,4,Empire Season 3
Nigeria,False,2016,MOVIES / TV SERIES,Movies,5,Deadpool
Nigeria,False,2016,PEOPLE,People,1,Donald Trump
Nigeria,False,2016,PEOPLE,People,2,Stephen Keshi
Nigeria,False,2016,PEOPLE,People,3,Mohammed Ali
Nigeria,False,2016,PEOPLE,People,4,Paul Pogba
Nigeria,False,2016,PEOPLE,People,5,Hillary Clinton
Nigeria,False,2016,PEOPLE IN SPORTS,People,1,Stephen Keshi
Nigeria,False,2016,PEOPLE IN SPORTS,People,2,Muhammad Ali
Nigeria,False,2016,PEOPLE IN SPORTS,People,3,Paul Pogba
Nigeria,False,2016,PEOPLE IN SPORTS,People,4,Simone Biles
Nigeria,False,2016,PEOPLE IN SPORTS,People,5,Jose Mourinho
Nigeria,False,2016,RECIPES,Recipes,1,Nigerian spaghetti recipe
Nigeria,False,2016,RECIPES,Recipes,2,Chicken curry recipe
Nigeria,False,2016,RECIPES,Recipes,3,Spaghetti bolognese recipe
Nigeria,False,2016,RECIPES,Recipes,4,Ofada Stew recipe
Nigeria,False,2016,RECIPES,Recipes,5,Nigerian cupcakes recipe
Nigeria,False,2016,SONGS,Music,1,Kiss Daniel- Mama
Nigeria,False,2016,SONGS,Music,2,Tekno- Pana
Nigeria,False,2016,SONGS,Music,3,Kiss Daniel- Jombo
Nigeria,False,2016,SONGS,Music,4,Olamide- Who you Epp?
Nigeria,False,2016,SONGS,Music,5,Lil Kesh- Ishe
Nigeria,False,2016,STORIES,Unmapped,1,Rio 2016 Olympic Games
Nigeria,False,2016,STORIES,Unmapped,2,U.S Elections
Nigeria,False,2016,STORIES,Unmapped,3,Brexit
Nigeria,False,2016,STORIES,Unmapped,4,ASUU Strike
Nigeria,False,2016,STORIES,Unmapped,5,Olajumoke Orisaguna
Nigeria,False,2016,WHAT IS,What Is / Questions,1,What is in the newspapers today?
Nigeria,False,2016,WHAT IS,What Is / Questions,2,What is the latest Manchester United news?
Nigeria,False,2016,WHAT IS,What Is / Questions,3,What is the meaning of love?
Nigeria,False,2016,WHAT IS,What Is / Questions,4,What is Public Relations?
Nigeria,False,2016,WHAT IS,What Is / Questions,5,What is telecommunications?
Nigeria,False,2017,Events / Stories,Events,1,ASUU Strike
Nigeria,False,2017,Events / Stories,Events,2,Moji Olaiya dead
Nigeria,False,2017,Events / Stories,Events,3,Monkeypox outbreak
Nigeria,False,2017,Events / Stories,Events,4,iPhone 8 / iPhone X Launch
Nigeria,False,2017,Events / Stories,Events,5,New president in Gambia
Nigeria,False,2017,Movies / TV Series,Movies,1,Fast and Furious 8
Nigeria,False,2017,Movies / TV Series,Movies,2,Wonder Woman
Nigeria,False,2017,Movies / TV Series,Movies,3,Game of Thrones
Nigeria,False,2017,Movies / TV Series,Movies,4,Big Brother Naija
Nigeria,False,2017,Movies / TV Series,Movies,5,Justice League
Nigeria,False,2017,Near me,Near Me,1,Restaurants near me
Nigeria,False,2017,Near me,Near Me,2,Nail Salon near me
Nigeria,False,2017,Near me,Near Me,3,Clubs near me
Nigeria,False,2017,Near me,Near Me,4,Food near me
Nigeria,False,2017,Near me,Near Me,5,Movies near me
Nigeria,False,2017,People,People,1,Moji Olaiya
Nigeria,False,2017,People,People,2,Evans the kidnapper
Nigeria,False,2017,People,People,3,Adesua Etomi
Nigeria,False,2017,People,People,4,Donald Trump
Nigeria,False,2017,People,People,5,Mr. Eazi
Nigeria,False,2017,Questions,What Is / Questions,1,Is Buhari dead?
Nigeria,False,2017,Questions,What Is / Questions,2,How to check JAMB results
Nigeria,False,2017,Questions,What Is / Questions,3,How to check WAEC results
Nigeria,False,2017,Questions,What Is / Questions,4,What is a female Hyena called?
Nigeria,False,2017,Questions,What Is / Questions,5,What is Monkeypox?
Nigeria,False,2017,Songs,Music,1,Olamide - Wo
Nigeria,False,2017,Songs,Music,2,Davido - Fia
Nigeria,False,2017,Songs,Music,3,Davido- Fall
Nigeria,False,2017,Songs,Music,4,Patapaa Ft. Ras Cann - One Corner
Nigeria,False,2017,Songs,Music,5,Davido - If
Nigeria,False,2018,Losses,Losses,1,Stan Lee
Nigeria,False,2018,Losses,Losses,2,Tosyn Bucknor
Nigeria,False,2018,Losses,Losses,3,Avicii
Nigeria,False,2018,Losses,Losses,4,Aisha Abimbola
Nigeria,False,2018,Losses,Losses,5,Billy Graham
Nigeria,False,2018,Lyrics,Music,1,One Ticket ( Kizz Daniel Ft. Davido)
Nigeria,False,2018,Lyrics,Music,2,God's Plan (Drake)
Nigeria,False,2018,Lyrics,Music,3,In my feelings (Drake)
Nigeria,False,2018,Lyrics,Music,4,Fake Love (Duncan Mighty ft. Wizkid)
Nigeria,False,2018,Lyrics,Music,5,Assurance (Davido)
Nigeria,False,2018,Movies,Movies,1,Black Panther
Nigeria,False,2018,Movies,Movies,2,Avengers Infinity War
Nigeria,False,2018,Movies,Movies,3,Acrimony
Nigeria,False,2018,Movies,Movies,4,Venom
Nigeria,False,2018,Movies,Movies,5,Deadpool 2
Nigeria,False,2018,News,News,1,Osun Elections
Nigeria,False,2018,News,News,2,Ekiti Elections
Nigeria,False,2018,News,News,3,PDP Presidential Primaries
Nigeria,False,2018,News,News,4,ASUU Strike
Nigeria,False,2018,News,News,5,NLC Strike / Minimum Wage
Nigeria,False,2018,People,People,1,Alexis Sanchez
Nigeria,False,2018,People,People,2,Pierre-Emerick Aubameyang
Nigeria,False,2018,People,People,3,Meghan Markle
Nigeria,False,2018,People,People,4,Stan Lee
Nigeria,False,2018,People,People,5,Philippe Coutinho
Nigeria,False,2018,Questions,What Is / Questions,1,How to check Jamb result
Nigeria,False,2018,Questions,What Is / Questions,2,How to write a Business Plan
Nigeria,False,2018,Questions,What Is / Questions,3,Who is leading in Osun Election
Nigeria,False,2018,Questions,What Is / Questions,4,How to check BVN
Nigeria,False,2018,Questions,What Is / Questions,5,Who is Prince Harry
Nigeria,False,2018,Songs,Music,1,Fever (Wizkid)
Nigeria,False,2018,Songs,Music,2,Assurance (Davido)
Nigeria,False,2018,Songs,Music,3,Science Student (Olamide)
Nigeria,False,2018,Songs,Music,4,Motigbana (Olamide)
Nigeria,False,2018,Songs,Music,5,Nwa Baby (Davido)
Nigeria,False,2018,Sporting Events,Sports,1,Russia 2018
Nigeria,False,2018,Sporting Events,Sports,2,English Premier League 2018
Nigeria,False,2018,Sporting Events,Sports,3,2018 African Nations Championship (CHAN 2018)
Nigeria,False,2018,Sporting Events,Sports,4,Winter Olympics 2018
Nigeria,False,2018,Sporting Events,Sports,5,Wimbledon 2018
Nigeria,False,2018,Sports people,People,1,Alexis Sanchez
Nigeria,False,2018,Sports people,People,2,Pierre-Emerick Aubameyang
Nigeria,False,2018,Sports people,People,3,Philippe Coutinho
Nigeria,False,2018,Sports people,People,4,Emmanuel Eboue
Nigeria,False,2018,Sports people,People,5,Fred
Nigeria,False,2019,Actors,Actors,1,Regina Daniels
Nigeria,False,2019,Actors,Actors,2,Genevieve Nnaji
Nigeria,False,2019,Actors,Actors,3,Tonto Dike
Nigeria,False,2019,Actors,Actors,4,Hadiza Gabon
Nigeria,False,2019,Actors,Actors,5,Ini Edo
Nigeria,False,2019,Lyrics,Music,1,Brown Skin Girl lyrics
Nigeria,False,2019,Lyrics,Music,2,Uyo Meyo lyrics
Nigeria,False,2019,Lyrics,Music,3,Blow My Mind lyrics
Nigeria,False,2019,Lyrics,Music,4,Naira Marley Soapy lyrics
Nigeria,False,2019,Lyrics,Music,5,Davido Risky lyrics
Nigeria,False,2019,Mobile Phones,Technology,1,iPhone 11
Nigeria,False,2019,Mobile Phones,Technology,2,Samsung Note
Nigeria,False,2019,Mobile Phones,Technology,3,Samsung S10
Nigeria,False,2019,Mobile Phones,Technology,4,iPhone XS
Nigeria,False,2019,Mobile Phones,Technology,5,iPhone 8
Nigeria,False,2019,Movies / TV Series,Movies,1,Big Brother Nigeria
Nigeria,False,2019,Movies / TV Series,Movies,2,Mehek
Nigeria,False,2019,Movies / TV Series,Movies,3,Captain Marvel
Nigeria,False,2019,Movies / TV Series,Movies,4,When they see us
Nigeria,False,2019,Movies / TV Series,Movies,5,Aquaman
Nigeria,False,2019,Music Artistes,Music,1,Zlatan
Nigeria,False,2019,Music Artistes,Music,2,Burna Boy
Nigeria,False,2019,Music Artistes,Music,3,Naira Marley
Nigeria,False,2019,Music Artistes,Music,4,Teni
Nigeria,False,2019,Music Artistes,Music,5,Kizz Daniel
Nigeria,False,2019,People,People,1,Naira Marley
Nigeria,False,2019,People,People,2,Atiku Abubakar
Nigeria,False,2019,People,People,3,Neymar
Nigeria,False,2019,People,People,4,MC Oluomo
Nigeria,False,2019,People,People,5,Rema
Nigeria,False,2019,Songs,Music,1,Joro
Nigeria,False,2019,Songs,Music,2,Dangote by Burna Boy
Nigeria,False,2019,Songs,Music,3,Brown Skin Girl
Nigeria,False,2019,Songs,Music,4,Woske
Nigeria,False,2019,Songs,Music,5,Pawon
Nigeria,False,2019,Sports People,People,1,Neymar
Nigeria,False,2019,Sports People,People,2,Emiliano Sala
Nigeria,False,2019,Sports People,People,3,David Luiz
Nigeria,False,2019,Sports People,People,4,Bruno Fernandes
Nigeria,False,2019,Sports People,People,5,Higuain
Nigeria,False,2019,Stories,Unmapped,1,ASUU Strike
Nigeria,False,2019,Stories,Unmapped,2,AFCON 2019
Nigeria,False,2019,Stories,Unmapped,3,Naira Marley
Nigeria,False,2019,Stories,Unmapped,4,Women's World Cup 2019
